"CUE Anexo","Es anexo","Sector","Recibe subvención estatal","Es confesional","Ámbito","Nombre del establecimiento","Domicilio","C. P.","Localidad","Teléfono","Correo electrónico","Ofrece educación primaria","Ofrece educación secundaria","Ofrece educación inicial y/o maternal","Turnos del nivel secundario","Jornada extendida","Idiomas que se enseñan","Artisticas","Biblioteca","Sala o laboratorio de informática","Tiene asociación cooperadora","Dispone de conexión a internet","Tipo de conexión","Origen de electricidad","Es secundaria técnica","Es artística","Es modalidad intercultural bilingüe","Establecimiento creado en 2024","Secciones","Secciones independientes de nivel secundario en 2023","Secciones múltiples de nivel secundario en 2023","Matrícula","Matrícula varones de nivel secundario en 2023","Egresados de nivel secundario en 2022","Egresados varones de nivel secundario en 2022","Latitud","Longitud","Precisión del georreferenciamiento","Código de provincia","Nombre de provincia","Código de departamentos/comuna","Nombre de departamentos/comuna","Código de radio"
"140330800",2,2,5,3,1,"INSTITUTO SECUNDARIO RICARDO PALMA","HENRY 5264 VILLA BELGRANO B°VILLA BELGRANO -AV.LAPLACE AL 5400","X5021","CORDOBA","03543 426776","ee1210912@me.cba.gov.ar ; cevb67@yahoo.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,15,15,0,482,244,55,29,-31.36236486,-64.24794331,"APROXIMADA","14","Córdoba","14014","Capital","140142311"
"140276700",2,2,3,1,1,"INSTITUTO NUESTRA SEÑORA DEL VALLE","PASAJE JUAN DE AVILA Y ZARATE  2051 VILLA LOS ANGELES B° VILLA LOS ANGELES","X5009","CORDOBA","0351 4812521/23","secretariasecundario@institutonsvallecba.edu.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem/ Internet Móvil/ Otro tipo","Red Pública",2,2,2,2,15,15,0,529,254,69,37,-31.36063356,-64.23923615,"APROXIMADA","14","Córdoba","14014","Capital","140142412"
"140503300",2,1,2,2,1,"I.P.E.M. Nº 336 ADOLFO CASTELO","MARIANO FRAGUEIRO 4915 JUAN B. JUSTO B°JUAN B.JUSTO(FRAGUEIRO AL 4900 A 200M. CIRCUNVALACION)","X5019","CORDOBA","0351 4335169","ipem336castelo@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Telefónica/ Cable Modem","Red Pública",2,2,2,2,18,18,0,525,257,40,17,-31.35913493,-64.18403042,"APROXIMADA","14","Córdoba","14014","Capital","140142901"
"140342200",2,2,5,1,1,"INSTITUTO TECNICO SALESIANO VILLADA","CNO. A LA CALERA KM 7 1/2  VALLE ESCONDIDO B° VALLE ESCONDIDO-Avenida EJERCITO ARGENTINO al 7500","X5023AAA","CORDOBA","0351 4841000","m.flores@itsv.edu.ar ; s.maidana@itsv.edu.ar",2,1,2,"Doble",1,"Inglés","Música, Artísticas Visuales/Plástica",2,1,2,1,"Internet Móvil","Red Pública",1,2,2,2,21,21,0,656,656,88,88,-31.36303467,-64.27638355,"PRECISA","14","Córdoba","14014","Capital","140142203"
"140508200",2,1,2,2,1,"I.P.E.M. Nº 332 DR. RICARDO LUTI","LAS ROSAS S/N  CENTRO VILLA SANTA CRUZ DEL LAGO","X5152","VILLA SANTA CRUZ DEL LAGO","03541 438275","direccionipem332@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés, Portugués","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,403,202,44,26,-31.37483781,-64.52013733,"PRECISA","14","Córdoba","14091","Punilla","140911911"
"140231400",2,2,5,3,1,"INSTITUTO EDUCACIONAL JOSE HERNANDEZ","PABLO DE GUZMAN 131 MARQUES DE SOBREMONTE B° MARQUES DE SOBREMONTE","X5008","CORDOBA","0351 4771912","jhpp131@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,1,2,1,"Cable Modem","Red Pública",2,2,2,2,14,14,0,439,221,63,23,-31.3675803,-64.20428084,"APROXIMADA","14","Córdoba","14014","Capital","140142803"
"140169700",2,2,6,3,1,"INSTITUTO EL SALVADOR","ROMULO CARBIA 2757 POETA LUGONES B°POETA LUGONES (CPC MONSEÑOR PABLO CABRERA)","X5008","CORDOBA","0351 4772600","colegioelsalvador@arnet.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,467,222,75,28,-31.3625197,-64.20799329,"APROXIMADA","14","Córdoba","14014","Capital","140140207"
"140133600",2,1,2,2,1,"I.P.E.M. Nº 187 JOSE AMERICO MALANCA","GOBERNADOR ORTIZ DE OCAMPO 4421 VILLA CENTENARIO B° VILLA CENTENARIO","X5009","CORDOBA","0351 4348384","jmalanca@educ.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Telefónica/ ADSL/ Cable Modem","Red Pública",2,2,2,2,24,24,0,710,336,58,30,-31.36412488,-64.23016051,"APROXIMADA","14","Córdoba","14014","Capital","140142409"
"140447100",2,1,2,2,1,"I.P.E.M. Nº 20 RODOLFO WALSH","BARRAGAN 450 MARQUES DE SOBREMONTE B° MARQUES DE SOBREMONTE","X5008","CORDOBA","0351 4345210/ 4771821","ipem20walsh@yahoo.com ; ipem20walsh@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,2,"","Red Pública",2,2,2,2,15,15,0,397,193,40,14,-31.36404074,-64.19654677,"PRECISA","14","Córdoba","14014","Capital","140142806"
"140271300",2,1,2,2,1,"I.P.E.M. Nº 169 RAFAEL M.ESCUTI","P. Naon. Manzana 116 Lote 2  CIUDAD JUAN PABLO II Manzana 116 Lote 2","X5012","CORDOBA","0351 4345114","ipem169_escuti@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Telefónica/ Cable Modem","Red Pública",2,2,2,2,15,15,0,377,178,13,7,-31.36449572,-64.15663844,"PRECISA","14","Córdoba","14014","Capital","140143104"
"140229000",2,1,2,2,1,"I.P.E.M. Nº 196 DRA. ALICIA MOREAU DE JUSTO","CALLE PUBLICA S/N  LOS GIGANTES ANEXO Bº LOS GIGANTES ANEXO","X5001","CORDOBA","0351 4345182/3","ipemaliciamoreaudejusto@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Cable Modem","Red Pública",2,2,2,2,18,18,0,468,226,24,11,-31.36303519,-64.16336759,"APROXIMADA","14","Córdoba","14014","Capital","140143106"
"140241600",2,2,5,1,1,"INSTITUTO MADRES ESCOLAPIAS","AV. HUGO WAST 4455 CERRO DE LAS ROSAS Bº CERRO DE LAS ROSAS","X5009","CORDOBA","0351 4812418/4823025","secretariaescolapias@outlook.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,190,0,29,0,-31.36889601,-64.23766,"APROXIMADA","14","Córdoba","14014","Capital","140144201"
"140276800",2,1,2,2,1,"I.P.E.M. Nº 206 FERNANDO FADER","GREDORIO DE LAFERRERE 2435 PARQUE COREMA entre Gdor.Alvarez y C.de Arredondo","X5009","CORDOBA","0351 4348385","fernandofader206@yahoo.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Telefónica/ Cable Modem","Red Pública",2,2,2,2,12,12,0,412,174,67,33,-31.368871,-64.226996,"APROXIMADA","14","Córdoba","14014","Capital","140142413"
"140454700",2,1,2,2,1,"I.P.E.A. N° 14 DR. CESAR CUESTAS CARNERO","EL CRESPIN 3747 GENERAL ARENALES B° GRAL ARENALES (M.PESCADOR y EL GAVILAN)","X5000","CORDOBA","0351 4997995/6799","ipea14@hotmail.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Telefónica","Red Pública",1,2,2,2,18,15,3,344,156,29,13,-31.36837646,-64.06091309,"PRECISA","14","Córdoba","14014","Capital","140140609"
"140297400",2,2,5,1,1,"INSTITUTO MATER PURISSIMA","LA RAMADA 3898 ALTO VERDE Bº ALTO VERDE","X5009","CORDOBA","0351 4811315","direccionsecundaria@materpurissima.edu.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,231,104,32,10,-31.36809376,-64.21532643,"APROXIMADA","14","Córdoba","14014","Capital","140142503"
"140005200",2,1,2,2,1,"I.P.E.M. Nº 199 DR. JUAN EMILIO REMONDA","SOSA REVELLO 590 PANAMERICANO B° PANAMERICANO","X5001","CORDOBA","0351 4709766","ipem199@hotmail.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas, T",1,2,2,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,349,179,42,18,-31.36801404,-64.18220812,"APROXIMADA","14","Córdoba","14014","Capital","140142906"
"140446600",2,1,2,2,1,"I.P.E.M. Nº 8 MANUEL REYES REYNA","MANUEL CARDEÑOSA 2915 LA FRANCE","X5008","CORDOBA","0351 4348379","ipem8reyna@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Telefónica","Red Pública",2,2,2,2,12,12,0,253,122,22,5,-31.36958373,-64.21098019,"PRECISA","14","Córdoba","14014","Capital","140142504"
"140241400",2,2,5,3,1,"INSTITUTO JUAN ZORRILLA DE SAN MARTIN","DONACIANO DEL CAMPILLO 1563 CERRO DE LAS ROSAS B° CERRO DE LAS ROSAS","X5009","CORDOBA","0351 4813228","direccion@institutozorrilla.edu.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,434,228,62,28,-31.375837,-64.23932599,"APROXIMADA","14","Córdoba","14014","Capital","140144208"
"140041700",2,1,2,2,1,"I.P.E.T. Nº 70  PROF. DR. HUMBERTO DIONISI","AV. JUAN B. JUSTO 4350 VILLA AZALAIS OESTE B° VILLA AZALAIS OESTE(CPC CENTRO AMERICA)","X5001","CORDOBA","0351 4335160","ipet70.humbertodionisi@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Telefónica/ Otro tipo","Red Pública",1,2,2,2,29,27,2,720,527,45,34,-31.37278265,-64.17602083,"APROXIMADA","14","Córdoba","14014","Capital","140143502"
"140549800",2,1,2,2,1,"I.P.E.T. N° 378","AVENIDA GAUCHO RIVERO  2° SECCION MALVINAS ARGENINAS","X5125","MALVINAS ARGENTINAS","0351 4996794","ipet378_ma@yahoo.com.ar; EE0311422@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,2,"","Red Pública",1,2,2,2,14,14,0,379,212,21,15,-31.37414101,-64.04607613,"PRECISA","14","Córdoba","14021","Colón","140210808"
"140505000",2,1,2,2,1,"I.P.E.M. Nº 338 DR. SALVADOR MAZZA","FRANCISCO SUAREZ 3760 MARQUES DE SOBREMONTE-ANEXO B° MARQUES DE SOBREMONTE-ANEXO","X5008","CORDOBA","0351 4345140","ipem338drmazza@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas, T",1,1,1,1,"Cable Modem","Red Pública",2,2,2,2,13,12,1,406,191,42,18,-31.37193495,-64.19426428,"PRECISA","14","Córdoba","14014","Capital","140142816"
"140367200",2,2,5,3,1,"INSTITUTO SAUL A. TABORDA","OBISPO MOSCOSO Y PERALTA 2772 CERRO DE LAS ROSAS B° CERRO DE LAS ROSAS","X5009","CORDOBA","0351 4812653","institutotaborda@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"ADSL","Red Pública",2,2,2,2,23,23,0,692,438,117,72,-31.37535023,-64.2238181,"APROXIMADA","14","Córdoba","14014","Capital","140142406"
"140472600",2,1,2,2,1,"I.P.E.M.y T. Nº 297 DR. RENE FAVALORO","3 DE JUNIO 2343 PATRICIOS B° PATRICIOS (entre C.VIDAL e I.VEDIA)","X5012","CORDOBA","0351 4345129/4345215","ipem_297@hotmail.com; ipemyt297@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Cable Modem","Red Pública",1,2,2,2,20,20,0,549,268,38,20,-31.37268505,-64.13901902,"APROXIMADA","14","Córdoba","14014","Capital","140143204"
"140576600",2,1,2,2,1,"PROA - ESCUELA DE EDUCACION SECUNDARIA DE FORMACION PROFESIONAL ESPECIALIZADA","3 DE JUNIO 2681 AMPLIACIÓN SAN JORGE B°AMPLIACIÓN SAN JORGE","X5012","CORDOBA","0351 153901476 (COORD)","",2,1,2,"Doble",1,"Inglés","Música, Artísticas Visuales/Plástica",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,0,0,0,0,0,0,0,-31.3727507,-64.1334764,"APROXIMADA","14","Córdoba","14014","Capital","140143208"
"140297200",2,2,5,1,1,"INSTITUTO CEFERINO NAMUNCURA","CIUDAD DEL BARCO 3315 LA FRANCE","X5008","CORDOBA","0351 4762765","inamuncura@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Telefónica/ ADSL/ Cable Modem","Red Pública",2,2,2,2,12,12,0,421,198,46,19,-31.37417363,-64.20933816,"APROXIMADA","14","Córdoba","14014","Capital","140142507"
"140340600",2,1,2,2,1,"I.P.E.M. Nº 162 ING. VICTOR REE","AV. FERNANDO FADER 3821 CERRO DE LAS ROSAS B° CERRO DE LAS ROSAS","X5009","CORDOBA","0351 4348380/81","ipem162victorree@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Cable Modem","Red Pública",2,2,2,2,24,24,0,652,312,66,29,-31.37693543,-64.2296679,"APROXIMADA","14","Córdoba","14014","Capital","140144206"
"140438300",2,2,5,3,1,"INSTITUTO BERNARDO HOUSSAY","AV. ARTURO CAPDEVILA 709 AMPLIACION RESIDENCIAL AMERICA B° AMPLIACION RESIDENCIAL AMERICA","X5012","CORDOBA","0351 4787685","direccion@instituto-houssay.com.ar; EE1210923@me.cba.gov.ar",2,1,2,"Tarde",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"ADSL/ Cable Modem","Red Pública",2,2,2,2,14,14,0,459,207,36,21,-31.37680733,-64.16291613,"APROXIMADA","14","Córdoba","14014","Capital","140143512"
"140426400",2,1,2,2,1,"I.P.E.M.y T. Nº 204 ING. ALBERTO EMILIO LUCCHINI","FERDINAND DE LESSEPS 90 CENTRO AMERICA B° CENTRO AMERICA (DETRAS DEL CPC)","X5001","CORDOBA","0351 4345158","EE0310721@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Telefónica/ Cable Modem/ Satelital","Red Pública, Otro",1,2,2,2,30,27,3,862,407,75,42,-31.37484413,-64.17420243,"PRECISA","14","Córdoba","14014","Capital","140143601"
"140475500",2,2,5,3,1,"ESCUELA SECUNDARIA JEAN PIAGET","FRANCISCO DE TOLEDO 2175 AYACUCHO B° AYACUCHO (AV.J.B.JUSTO AL 4000)","X5003","CORDOBA","0351 4706989","laaldeadepiaget@hotmail.com",2,1,2,"Tarde",2,"Inglés","Música, Artísticas Visuales/Plástica",1,1,2,1,"Cable Modem/ Otro tipo","Red Pública",2,2,2,2,6,6,0,199,72,21,6,-31.376429,-64.172355,"APROXIMADA","14","Córdoba","14014","Capital","140143601"
"140102200",2,1,2,2,1,"I.P.E.M. Nº 175 PADRE GRENON","CANDIDO GALVAN 1331 VILLA AZALAIS B° VILLA AZALAIS","X5012","CORDOBA","0351 4345218","ipem175pgrenon@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Cable Modem","Red Pública",2,2,2,2,26,23,3,651,335,75,34,-31.3772462,-64.15321524,"APROXIMADA","14","Córdoba","14014","Capital","140143509"
"140441900",2,2,5,1,1,"INSTITUTO AMERICA","FRANCISCO DEL PRADO 2662 VILLA AZALAIS B°VILLA AZALAIS","X5012","CORDOBA","0351 4789017","secretariaamerica50@outlook.es",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,236,107,18,9,-31.37723378,-64.15519547,"APROXIMADA","14","Córdoba","14014","Capital","140143509"
"140271400",2,1,2,2,1,"I.P.E.M. Nº 122 DIEGO GOMEZ CASCO","MARIANO FRAGUEIRO 3017 ALTA CORDOBA B° ALTA CORDOBA (ENTRADA P/GONGORA ESQ.FRAGUEIRO)","X5001","CORDOBA","0351 4709749","diegogomezcasco@yahoo.com.ar; ipem122@argentina.com",2,1,2,"Mañana, Tarde, Doble",2,"","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Telefónica/ Cable Modem","Red Pública",2,2,2,2,16,16,0,427,202,60,29,-31.3803985,-64.18400607,"APROXIMADA","14","Córdoba","14014","Capital","140142917"
"140011600",2,1,2,2,1,"I.P.E.M. Nº 191 MONSEÑOR ENRIQUE ANGELELLI","BOULEVAR FEDERICO RAUCH 2790 ARTURO CAPDEVILA B°ARTURO CAPDEVILA","X5012","CORDOBA","0351 4345159","EE0310705@me.cba.gov.ar ; ipem191angelelli@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Telefónica/ Cable Modem","Red Pública",2,2,2,2,19,19,0,493,229,42,16,-31.37581128,-64.13169273,"APROXIMADA","14","Córdoba","14014","Capital","140140515"
"140311600",2,1,2,2,1,"I.P.E.M. Nº 155 JUAN JOSE PASO","PLATON 3030 ANA MARIA ZUMARAN B° ANA MARIA ZUMARAN","X5008","CORDOBA","0351 4335164","ipem155jjp@yahoo.com.ar;EE0310618@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Cable Modem","Red Pública",2,2,2,2,24,24,0,480,244,36,12,-31.37753461,-64.20028693,"APROXIMADA","14","Córdoba","14014","Capital","140142606"
"140442100",2,2,5,3,1,"INSTITUTO JUVENILIA","ARISTOTELES 3160 ANA MARIA ZUMARAN B° ANA MARIA ZUMARAN","X5008","CORDOBA","0351 4767644","naty_vaq@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,209,100,29,8,-31.37596801,-64.20161995,"PRECISA","14","Córdoba","14014","Capital","140142606"
"140030300",2,2,5,1,1,"INSTITUTO PARROQUIAL SAN ROQUE","MADRE MARIA BRIGIDA PASTORINO 2790 VILLA CORINA B° VILLA CORINA","X5012","CORDOBA","0351 4791958/4782924","ippsanroque@yahoo.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"ADSL","Red Pública",2,2,2,2,16,16,0,474,288,49,31,-31.37789563,-64.14267636,"APROXIMADA","14","Córdoba","14014","Capital","140143210"
"140436600",2,2,1,3,1,"INSTITUTO FRANCISCO LUIS BERNARDEZ","JOSE P. OTERO 1644 CERRO DE LAS ROSAS B° CERRO DE LAS ROSAS","X5009","CORDOBA","0351 4816389","info@bernardez.edu.ar",2,1,2,"Mañana, Doble",2,"Inglés, Portugués","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,430,192,57,26,-31.38086602,-64.22917564,"APROXIMADA","14","Córdoba","14014","Capital","140144205"
"140411200",2,1,2,2,1,"I.P.E.M. Nº 35 RICARDO ROJAS","JAVIER LOPEZ 2050 ALTOS DE VILLA CABRERA B° ALTOS DE VILLA CABRERA","X5008","CORDOBA","0351 4348387","EE0310525@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Cable Modem","Red Pública",2,2,2,2,24,24,0,531,242,44,18,-31.381907,-64.22223,"APROXIMADA","14","Córdoba","14014","Capital","140142513"
"140233300",2,2,5,1,1,"INSTITUTO DE LA INMACULADA","MADRE BRIGIDA PASTORINO 2733 VILLA CORINA EX CESAREO DOMINGUEZ (CALLE)","X5012","CORDOBA","0351 4783553","imisecretaria@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"ADSL/ Cable Modem","Red Pública",2,2,2,2,12,12,0,417,170,35,10,-31.37838544,-64.14306742,"APROXIMADA","14","Córdoba","14014","Capital","140143211"
"140435000",2,2,1,3,1,"INSTITUTO SAN PEDRO APOSTOL","AV. DEL PIEMONTE  CHATEAU CARRERAS B° CHATEAU CARRERAS","X5003","CORDOBA","0351 4846584","gnovillo@sanpedroapostol.edu.ar.",2,1,2,"Doble",1,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem/ Otro tipo","Red Pública, Grupo electrógeno",2,2,2,2,6,6,0,165,86,19,11,-31.38219714,-64.25169574,"APROXIMADA","14","Córdoba","14014","Capital","140144301"
"140426700",2,2,1,3,1,"INSTITUTO MARK TWAIN","AV CARCANO 75 DON BOSCO B° DON BOSCO","X5003","CORDOBA","0351 4323865","secundario@marktwain.edu.ar; gpaladini@marktwain.edu.ar",2,1,2,"Doble",1,"Inglés, Francés, Portugués","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Internet Móvil","Red Pública",2,2,2,2,16,16,0,380,170,44,22,-31.38473026,-64.2643968,"PRECISA","14","Córdoba","14014","Capital","140142211"
"140472300",2,1,2,2,1,"I.P.E.M. Nº 301 MALVINA ROSA QUIROGA","JAMAICA 901 RESIDENCIAL AMERICA B° RESIDENCIAL AMERICA","X5012","CORDOBA","0351 4345199","ipem301malvinasquiroga@yahoo.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Telefónica/ Otro tipo","Red Pública",2,2,2,2,12,12,0,388,199,31,11,-31.379006,-64.161059,"APROXIMADA","14","Córdoba","14014","Capital","140143603"
"140227900",2,1,2,2,1,"I.P.E.A. Nº 4 CHACRA DE LA MERCED","CALLE PUBLICA S/N   CHACRA DE LA MERCED CAMINO CHACRA DE LA MERCED KM 6 Y 1/2","X5010","CORDOBA","0351 4349046","ipem4lamerced@yahoo.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,2,"","Red Pública",1,2,2,2,11,11,0,257,133,3,3,-31.40333765,-64.08985745,"APROXIMADA","14","Córdoba","14014","Capital","140140705"
"140451201",1,1,2,2,1,"I.P.E.M Nº 3 GRAL. JUAN BAUTISTA BUSTOS-ANEXO B° ZEPA","PUBLICA  ZEPA BARRIO ZEPA","X5000","CORDOBA","0351 4339190 (BASE)","hdcarna@hotmail.com",2,1,2,"Tarde",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,114,49,6,0,-31.389657,-64.10550382,"PRECISA","14","Córdoba","14014","Capital","140140705"
"140304800",2,1,2,2,1,"I.P.E.M. Nº 197 REPUBLICA DEL LIBANO","PEDRO NOLASCO RODRIGUEZ S/N°  URCA B° URCA","X5009","CORDOBA","0351 4348346","ipem197@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"ADSL","Red Pública",2,2,2,2,12,12,0,279,112,27,10,-31.38071642,-64.23794519,"APROXIMADA","14","Córdoba","14014","Capital","140144213"
"140078900",2,1,2,2,1,"I.P.E.M. Nº 208  MARINA WAISMAN","AV. SAGRADA FAMILIA 1545 CERRO DE LAS ROSAS B° CERRO DE LAS ROSAS","X5009","CORDOBA","0351 4348343","ipem208@yahoo.com.ar ; EE0310725@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"","Música, Artísticas Visuales/Plástica, Danzas, T",1,2,1,1,"Cable Modem/ Otro tipo","Red Pública",2,2,2,2,26,24,2,561,276,27,14,-31.38430749,-64.22506941,"APROXIMADA","14","Córdoba","14014","Capital","140144210"
"140442300",2,2,5,1,1,"INSTITUTO DR. ANTONIO NORES","JULIO DE VEDIA 2351 YOFRE NORTE B° YOFRE NORTE","X5012","CORDOBA","0351 4780075","nivelmedio@institutonores.edu.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas",1,1,2,1,"Cable Modem/ Otro tipo","Red Pública, Grupo electrógeno",2,2,2,2,15,15,0,515,272,53,28,-31.38171105,-64.13808993,"APROXIMADA","14","Córdoba","14014","Capital","140143308"
"140451300",2,1,2,2,1,"I.P.E.M.y T. Nº 24","JUJUY  MALVINAS ARGENTINAS II°SECCION BARRIO MALVINAS ARGENTINAS II°SECCION","X5125","MALVINAS ARGENTINAS","0351 4996791","ipemyt24ma@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"ADSL","Red Pública",1,2,2,2,28,28,0,774,352,48,18,-31.38062999,-64.053765,"APROXIMADA","14","Córdoba","14021","Colón","140210812"
"140102300",2,2,5,1,1,"INSTITUTO SECUNDARIO PRIVADO JUAN XXIII","PAYSANDU 860 RESIDENCIAL AMERICA B° RESIDENCIAL AMERICA","X5012","CORDOBA","0351 4737389","ispjuanxxiii@yahoo.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,411,198,54,20,-31.38155666,-64.16394999,"APROXIMADA","14","Córdoba","14014","Capital","140143608"
"140368000",2,1,2,2,1,"I.P.E.M. Nº 159 ARISTOBULO DEL VALLE","DIAZ COLODRERO 2586 VIVERO NORTE B° VIVERO NORTE","X5012","CORDOBA","0351 4345117","aristo159@live.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Telefónica/ ADSL","Red Pública",2,2,2,2,18,18,0,530,250,50,20,-31.38063505,-64.14496164,"PRECISA","14","Córdoba","14014","Capital","140143302"
"140272100",2,2,5,1,1,"INSTITUTO NUESTRA SEÑORA DEL CARMEN","ARGENSOLA 670 ALTA CORDOBA Bº ALTA CORDOBA","X5001","CORDOBA","0351 4719291","carmensecundario@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"ADSL/ Cable Modem","Red Pública",2,2,2,2,12,12,0,395,210,26,18,-31.38163876,-64.18335708,"APROXIMADA","14","Córdoba","14014","Capital","140143803"
